offspring_table,fitness
offspring_23_27,76.11741524
offspring_23_28,77.18432766
offspring_23_29,72.27803044
offspring_23_30,72.88219247
offspring_23_31,79.32877478
offspring_24_0,80.91107398
offspring_24_1,80.91107398
offspring_24_2,80.43999953
offspring_24_3,82.54723311
offspring_24_4,79.32877478
offspring_24_5,79.01303746
offspring_24_6,78.31343646
offspring_24_7,78.20527008
offspring_24_8,78.24410435
offspring_24_9,75.50389501
offspring_24_10,76.32988902
offspring_24_11,73.66253356
offspring_24_12,75.76723996
offspring_24_13,74.64275045
offspring_24_14,74.53604624
offspring_24_15,74.46335627
offspring_24_16,75.82056254
offspring_24_17,75.50389501
offspring_24_18,77.17623089
offspring_24_19,79.30948316
offspring_24_20,73.9473282
offspring_24_21,73.98338428
offspring_24_22,78.38478924
offspring_24_23,73.93894252
offspring_24_24,77.96143866
offspring_24_25,77.31188351
offspring_24_26,74.12039784
offspring_24_27,71.8432631
offspring_24_28,77.50504895
offspring_24_29,74.50317979
offspring_24_30,72.91717478
offspring_24_31,77.72793013
offspring_25_0,82.54723311
offspring_25_1,80.91107398
offspring_25_2,80.91107398
offspring_25_3,80.43999953
offspring_25_4,79.32877478
offspring_25_5,81.50702991
offspring_25_6,79.01303746
offspring_25_7,78.20527008
offspring_25_8,75.50389501
offspring_25_9,78.24410435
offspring_25_10,77.96143866
offspring_25_11,78.38478924
offspring_25_12,77.72793013
offspring_25_13,77.50504895
offspring_25_14,77.17623089
offspring_25_15,76.32988902
offspring_25_16,74.67746058
offspring_25_17,78.44551808
offspring_25_18,76.68749966
offspring_25_19,76.15134669
offspring_25_20,75.1254548
offspring_25_21,75.39304994
offspring_25_22,82.06124665
offspring_25_23,81.18894512
offspring_25_24,74.88454878
offspring_25_25,70.69224394
offspring_25_26,74.46712815
offspring_25_27,77.31948619
offspring_25_28,78.36890575
offspring_25_29,77.56207734
offspring_25_30,74.88874869
offspring_25_31,81.18271751
offspring_26_0,82.54723311
offspring_26_1,82.06124665
offspring_26_2,81.50702991
offspring_26_3,81.18894512
offspring_26_4,81.18271751
offspring_26_5,80.91107398
offspring_26_6,80.91107398
offspring_26_7,78.44551808
offspring_26_8,76.15134669
offspring_26_9,75.39304994
offspring_26_10,78.24410435
offspring_26_11,78.20527008
offspring_26_12,78.36890575
offspring_26_13,79.32877478
offspring_26_14,70.69224394
offspring_26_15,77.31948619
offspring_26_16,75.75969632
offspring_26_17,77.86822919
offspring_26_18,71.96108195
offspring_26_19,77.13945516
offspring_26_20,68.71038163
offspring_26_21,75.35180212
offspring_26_22,75.86451021
offspring_26_23,77.5575171
offspring_26_24,82.06124665
offspring_26_25,82.54723311
offspring_26_26,77.77707829
offspring_26_27,79.04400926
offspring_26_28,73.51479913
offspring_26_29,71.91472951
offspring_26_30,76.31452079
offspring_26_31,81.44679622
offspring_27_0,82.54723311
offspring_27_1,82.54723311
offspring_27_2,82.06124665
offspring_27_3,82.06124665
offspring_27_4,81.50702991
offspring_27_5,81.44679622
offspring_27_6,81.18894512
offspring_27_7,79.04400926
offspring_27_8,78.36890575
offspring_27_9,73.51479913
offspring_27_10,78.20527008
offspring_27_11,75.86451021
offspring_27_12,80.91107398
offspring_27_13,78.44551808
offspring_27_14,78.24410435
offspring_27_15,68.71038163
offspring_27_16,73.01533032
offspring_27_17,81.16720208
offspring_27_18,82.08995108
offspring_27_19,75.77484263
offspring_27_20,78.41548886
offspring_27_21,79.59790785
offspring_27_22,77.40342024
offspring_27_23,75.28484567
offspring_27_24,75.36251422
offspring_27_25,74.98656868
offspring_27_26,79.98960313
offspring_27_27,74.46279518
offspring_27_28,76.74601139
offspring_27_29,77.74981932
offspring_27_30,76.73547455
offspring_27_31,72.76910912
offspring_28_0,82.54723311
offspring_28_1,82.54723311
offspring_28_2,82.08995108
offspring_28_3,82.06124665
offspring_28_4,85.26144923
offspring_28_5,81.50702991
offspring_28_6,81.44679622
offspring_28_7,77.40342024
offspring_28_8,78.36890575
offspring_28_9,73.51479913
offspring_28_10,80.91107398
offspring_28_11,77.74981932
offspring_28_12,81.18894512
offspring_28_13,78.44551808
offspring_28_14,75.86451021
offspring_28_15,81.16720208
offspring_28_16,75.9273971
